summoner_name,champion_name,tags,kills,deaths,assists,lane,team_color,has_won,goldEarned,totalDamageDealtToChampions,totalMinionsKilled,neutralMinionsKilled,items
Corkı Z Majorki ,Jinx,Marksman,8,12,22,,200,False,11275,22193,35,0,"Yun Tal Wildarrows, Berserker's Greaves, Infinity Edge, Runaan's Hurricane, Cloak of Agility, Unknown Item, Unknown Item"
Szumixooo03,Karma,"Mage, Support",9,12,24,,200,False,11606,30463,26,0,"Malignance, Shadowflame, Luden's Companion, Sorcerer's Shoes, Blasting Wand, Amplifying Tome, Unknown Item"
YsonicY,Camille,"Fighter, Assassin",8,15,17,,200,False,11451,24116,31,0,"Trinity Force, Pickaxe, Sundered Sky, Mercury's Treads, Tunneler, Ruby Crystal, Poro-Snax"
VietnamFlashback,Tristana,"Marksman, Assassin",11,11,14,,200,False,12993,22780,58,0,"The Collector, Boots, Navori Flickerblade, Infinity Edge, Lord Dominik's Regards, Unknown Item, Poro-Snax"
Lesk399,Garen,"Fighter, Tank",14,14,20,,200,False,13101,33550,62,0,"Stridebreaker, Phantom Dancer, Mercury's Treads, Infinity Edge, Last Whisper, Long Sword, Poro-Snax"
TanChi,KSante,"Tank, Fighter",5,3,4,TOP,100,True,8998,14081,150,0,"Doran's Shield, Jak'Sho, The Protean, Mercury's Treads, Iceborn Gauntlet, Cloth Armor, Cloth Armor, Farsight Alteration"
Cop ode po hleb,Ivern,"Support, Mage",6,0,22,JUNGLE,100,True,9781,7445,11,105,"Redemption, Ionian Boots of Lucidity, Moonstone Renewer, Forbidden Idol, Unknown Item, Mejai's Soulstealer, Oracle Lens"
Veseneya,AurelionSol,Mage,11,2,8,MIDDLE,100,True,10936,20807,171,4,"Sorcerer's Shoes, Doran's Ring, Liandry's Torment, Rylai's Crystal Scepter, Blackfire Torch, Amplifying Tome, Farsight Alteration"
Miki12611,Xayah,Marksman,9,5,5,BOTTOM,100,True,11679,20283,184,9,"Doran's Blade, Yun Tal Wildarrows, Berserker's Greaves, Navori Flickerblade, Pickaxe, Unknown Item, Stealth Ward"
Wędkarz,Kennen,Mage,10,4,16,UTILITY,100,True,8509,22457,14,4,"Zhonya's Hourglass, Hextech Rocketbelt, Bloodsong, Unknown Item, Unknown Item, Sorcerer's Shoes, Oracle Lens"
NoName NoTalent,Ambessa,"Fighter, Assassin",1,8,4,TOP,200,False,5929,13057,98,0,"Doran's Blade, Black Cleaver, Caulfield's Warhammer, Boots, Long Sword, Unknown Item, Stealth Ward"
Κουκλί,Amumu,"Tank, Support",3,6,5,JUNGLE,200,False,8127,8758,14,108,"Hollow Radiance, Liandry's Torment, Unknown Item, Mercury's Treads, Unknown Item, Unknown Item, Oracle Lens"
Suntsuri,Ahri,"Mage, Assassin",4,9,0,MIDDLE,200,False,7862,14184,143,0,"Sorcerer's Shoes, Malignance, Liandry's Torment, Unknown Item, Unknown Item, Doran's Ring, Oracle Lens"
Wol4n,Jinx,Marksman,5,6,3,BOTTOM,200,False,8778,8666,165,0,"Doran's Blade, Berserker's Greaves, Yun Tal Wildarrows, Infinity Edge, Dagger, Dagger, Stealth Ward"
Can i get humans,Alistar,"Tank, Support",1,12,6,UTILITY,200,False,5370,4925,22,0,"Locket of the Iron Solari, Celestial Opposition, Ruby Crystal, Cloth Armor, Synchronized Souls, Glowing Mote, Oracle Lens"
Thavuk,Aatrox,Fighter,1,7,5,TOP,100,False,8568,17693,162,0,"Doran's Shield, Eclipse, Black Cleaver, Mercury's Treads, Unknown Item, Unknown Item, Stealth Ward"
HG Anonymous,Hecarim,"Fighter, Tank",4,10,6,JUNGLE,100,False,10509,16892,31,160,"Spear of Shojin, Hubris, Ionian Boots of Lucidity, Serylda's Grudge, Unknown Item, Unknown Item, Oracle Lens"
TanChi,Azir,"Mage, Marksman",7,6,2,MIDDLE,100,False,10149,15427,186,0,"Nashor's Tooth, Blasting Wand, Liandry's Torment, Doran's Ring, Sorcerer's Shoes, Blighting Jewel, Farsight Alteration"
HemuGoneGlobal,Kaisa,"Marksman, Mage",5,7,1,BOTTOM,100,False,12223,30074,201,7,"Doran's Blade, Sorcerer's Shoes, Muramana, Rabadon's Deathcap, Luden's Companion, Blighting Jewel, Farsight Alteration"
,Yuumi,"Support, Mage",0,4,10,UTILITY,100,False,6361,6928,14,0,"Moonstone Renewer, Echoes of Helia, Dream Maker, Forbidden Idol, Glowing Mote, Control Ward, Oracle Lens"
Nimaedare,Warwick,"Fighter, Tank",5,4,12,TOP,200,True,10505,18574,159,0,"Kraken Slayer, Executioner's Calling, Stridebreaker, Plated Steelcaps, Warden's Mail, Unknown Item, Stealth Ward"
Stefek Ten Jeden,Skarner,"Tank, Fighter",4,2,14,JUNGLE,200,True,11133,9958,19,149,"Unending Despair, Heartsteel, Spectre's Cowl, Bami's Cinder, Mercury's Treads, Null-Magic Mantle, Oracle Lens"
nikolmymommy,Syndra,Mage,9,6,13,MIDDLE,200,True,12804,29602,188,0,"Shadowflame, Sorcerer's Shoes, Needlessly Large Rod, Dark Seal, Stormsurge, Luden's Companion, Farsight Alteration"
JeppeKofod15,MissFortune,"Marksman, Mage",11,0,10,BOTTOM,200,True,13703,28220,213,0,"Bloodthirster, Boots of Swiftness, Essence Reaver, Doran's Blade, Infinity Edge, Cloak of Agility, Stealth Ward"
Delen,Orianna,"Mage, Support",5,5,17,UTILITY,200,True,10680,11760,59,6,"Sorcerer's Shoes, Zaz'Zak's Realmspike, Luden's Companion, Seraph's Embrace, Hextech Alternator, Aether Wisp, Oracle Lens"
Thavuk,Renekton,"Fighter, Tank",2,4,1,TOP,100,False,11668,10620,247,4,"Doran's Shield, Black Cleaver, Eclipse, Maw of Malmortius, Mercury's Treads, Unknown Item, Farsight Alteration"
KVSANTE ,Kayn,"Fighter, Assassin",8,9,5,JUNGLE,100,False,11942,22075,10,170,"Opportunity, Hubris, Executioner's Calling, Maw of Malmortius, Ionian Boots of Lucidity, Serrated Dirk, Stealth Ward"
TanChi,Azir,"Mage, Marksman",4,4,7,MIDDLE,100,False,14653,18562,276,1,"Needlessly Large Rod, Banshee's Veil, Mercury's Treads, Nashor's Tooth, Shadowflame, Needlessly Large Rod, Farsight Alteration"
Łénärß,Sivir,Marksman,11,3,8,BOTTOM,100,False,17277,35578,274,6,"Infinity Edge, Mortal Reminder, The Collector, Statikk Shiv, Plated Steelcaps, Immortal Shieldbow, Farsight Alteration"
VQRJULqi,Thresh,"Support, Tank",2,6,12,UTILITY,100,False,8792,8092,35,0,"Locket of the Iron Solari, Null-Magic Mantle, Celestial Opposition, Plated Steelcaps, Abyssal Mask, Chain Vest, Oracle Lens"
MrTomatoooo,Heimerdinger,"Mage, Support",2,4,9,TOP,200,True,13144,26470,244,8,"Luden's Companion, Shadowflame, Sorcerer's Shoes, Doran's Ring, Rabadon's Deathcap, Unknown Item, Stealth Ward"
malipali1,Ekko,"Assassin, Mage",13,2,4,JUNGLE,200,True,16881,26865,52,179,"Stormsurge, Lich Bane, Sorcerer's Shoes, Rabadon's Deathcap, Void Staff, Amplifying Tome, Oracle Lens"
mtyunik,Hwei,"Mage, Support",3,10,8,MIDDLE,200,True,13315,22790,246,4,"Rabadon's Deathcap, Luden's Companion, Sorcerer's Shoes, Liandry's Torment, Unknown Item, Unknown Item, Farsight Alteration"
bartman33,Draven,Marksman,8,6,3,BOTTOM,200,True,17750,25234,283,12,"Infinity Edge, Bloodthirster, Lord Dominik's Regards, The Collector, Plated Steelcaps, Dagger, Farsight Alteration"
RATATATAXDXD,Soraka,"Support, Mage",0,5,15,UTILITY,200,True,8818,5718,31,0,"Unknown Item, Dream Maker, Redemption, Ionian Boots of Lucidity, Forbidden Idol, Moonstone Renewer, Oracle Lens"
Kokspang,Illaoi,"Fighter, Tank",11,3,2,TOP,100,True,11377,22099,163,0,"Boots of Swiftness, Hullbreaker, Unknown Item, Sundered Sky, Unknown Item, Black Cleaver, Stealth Ward"
Narnia Krigeren,Udyr,"Fighter, Tank",5,1,7,JUNGLE,100,True,8001,9705,12,124,"Liandry's Torment, Ruby Crystal, Winged Moonplate, Dark Seal, Bramble Vest, Mercury's Treads, Oracle Lens"
nyam ,Aurora,"Mage, Assassin",4,0,4,MIDDLE,100,True,7950,11519,142,8,"Doran's Ring, Malignance, Sorcerer's Shoes, Liandry's Torment, Unknown Item, Unknown Item, Stealth Ward"
,Lucian,"Marksman, Assassin",11,2,5,BOTTOM,100,True,10347,19191,150,8,"Doran's Blade, Essence Reaver, Infinity Edge, Cloak of Agility, Berserker's Greaves, Unknown Item, Farsight Alteration"
eGirl Dáddy,Thresh,"Support, Tank",2,1,18,UTILITY,100,True,6864,5995,13,0,"Knight's Vow, Locket of the Iron Solari, Celestial Opposition, Synchronized Souls, Unknown Item, Unknown Item, Oracle Lens"
Thavuk,Nasus,"Fighter, Tank",0,9,2,TOP,200,False,5160,4959,87,0,"Doran's Shield, Sheen, Phage, Ionian Boots of Lucidity, Bramble Vest, Long Sword, Stealth Ward"
Zambozo,Shaco,Assassin,0,9,3,JUNGLE,200,False,5556,6160,27,70,"Gustwalker Hatchling, Profane Hydra, Berserker's Greaves, Unknown Item, Unknown Item, Unknown Item, Stealth Ward"
TanChi,Azir,"Mage, Marksman",2,3,1,MIDDLE,200,False,6679,12510,122,0,"Nashor's Tooth, Berserker's Greaves, Haunting Guise, Doran's Ring, Amplifying Tome, Unknown Item, Farsight Alteration"
TaSt Me,Tristana,"Marksman, Assassin",4,6,0,BOTTOM,200,False,7113,7889,92,5,"Doran's Blade, The Collector, Zeal, Berserker's Greaves, Dagger, Dagger, Stealth Ward"
νινί,TahmKench,"Tank, Support",1,6,2,UTILITY,200,False,4649,8254,24,0,"Giant's Belt, Celestial Opposition, Giant's Belt, Mercury's Treads, Ruby Crystal, Rejuvenation Bead, Oracle Lens"
TanChi,Ezreal,"Marksman, Mage",11,6,23,,100,True,17541,35298,115,0,"Muramana, Ravenous Hydra, Spear of Shojin, Ionian Boots of Lucidity, Serylda's Grudge, Trinity Force, Poro-Snax"
Shiny Pikachu,Qiyana,Assassin,19,15,22,,100,True,17403,55710,45,0,"Profane Hydra, Axiom Arc, Serylda's Grudge, Ionian Boots of Lucidity, Opportunity, Hubris<br>, Poro-Snax"
White Bunny,Varus,"Marksman, Mage",15,9,17,,100,True,17866,30874,68,0,"The Collector, Muramana, Ionian Boots of Lucidity, Serylda's Grudge, Edge of Night, Opportunity, Unknown Item"
ashen 1111,Trundle,"Fighter, Tank",11,12,25,,100,True,16808,28205,61,0,"Trinity Force, Sundered Sky, Mercury's Treads, Spirit Visage, Thornmail, Blade of The Ruined King, Poro-Snax"
,Teemo,"Marksman, Mage",7,13,22,,100,True,15738,25270,50,0,"Liandry's Torment, Malignance, Nashor's Tooth, Shadowflame, Sorcerer's Shoes, Sheen, Poro-Snax"
drutexyt,Diana,"Fighter, Assassin",16,14,19,,200,False,16476,34749,39,0,"Hextech Rocketbelt, Zhonya's Hourglass, Needlessly Large Rod, Sorcerer's Shoes, Shadowflame, Stormsurge, Unknown Item"
GetRektKiddo,Kayle,"Mage, Marksman",5,14,37,,200,False,16403,30396,99,0,"Blade of The Ruined King, Guinsoo's Rageblade, Mercury's Treads, Kraken Slayer, Mortal Reminder, Recurve Bow, Poro-Snax"
Äñä,Ashe,"Marksman, Support",12,13,27,,200,False,16832,32886,84,0,"Statikk Shiv, Kraken Slayer, Blade of The Ruined King, Berserker's Greaves, Runaan's Hurricane, Cloak of Agility, Poro-Snax"
Hali the Copter,Gangplank,Fighter,11,9,28,,200,False,18339,34148,74,0,"Infinity Edge, Essence Reaver, Trinity Force, The Collector, Lord Dominik's Regards, Ionian Boots of Lucidity, Unknown Item"
MR CLEEN,Brand,"Mage, Support",10,13,20,,200,False,15966,39020,72,0,"Blackfire Torch, Malignance, Liandry's Torment, Shadowflame, Needlessly Large Rod, Sorcerer's Shoes, Unknown Item"
shiny empoleon,Aphelios,Marksman,23,11,38,,100,False,16605,53047,73,0,"Infinity Edge, Runaan's Hurricane, Berserker's Greaves, Mortal Reminder, Bloodthirster, Noonquiver, Poro-Snax"
TanChi,Gangplank,Fighter,25,9,19,,100,False,17459,43765,75,0,"Trinity Force, The Collector, Infinity Edge, Lord Dominik's Regards, Serrated Dirk, Immortal Shieldbow, Poro-Snax"
Shiny Pikachu,Shen,Tank,9,14,53,,100,False,13513,36181,21,0,"Titanic Hydra, Warmog's Armor, Heartsteel, Mercury's Treads, Ardent Censer, Unknown Item, Poro-Snax"
White Bunny,Ahri,"Mage, Assassin",9,11,34,,100,False,13156,25325,42,0,"Lost Chapter, Rabadon's Deathcap, Sorcerer's Shoes, Stormsurge, Shadowflame, Amplifying Tome, Poro-Snax"
3xFemeie,Malphite,"Tank, Mage",7,10,42,,100,False,12910,25535,24,0,"Abyssal Mask, Thornmail, Null-Magic Mantle, Ionian Boots of Lucidity, Warmog's Armor, Fimbulwinter, Poro-Snax"
TaoHu,Galio,"Tank, Mage",7,13,37,,200,True,13677,50757,41,0,"Rabadon's Deathcap, Tear of the Goddess, Sorcerer's Shoes, Rod of Ages, Luden's Companion, Fiendish Codex, Poro-Snax"
Viragi,Olaf,"Fighter, Tank",17,13,25,,200,True,16195,48345,63,0,"Stridebreaker, Blade of The Ruined King, Sundered Sky, Death's Dance, Unknown Item, Plated Steelcaps, Poro-Snax"
NIEUDAS UPO MAX,Yasuo,"Fighter, Assassin",11,16,20,,200,True,14669,34143,90,0,"Berserker's Greaves, Blade of The Ruined King, Immortal Shieldbow, Infinity Edge, Vampiric Scepter, Pickaxe, Poro-Snax"
BadSooki,Akali,Assassin,5,11,24,,200,True,12934,29591,15,0,"Heartsteel, Plated Steelcaps, Rejuvenation Bead, Sunfire Aegis, Riftmaker, Giant's Belt, Poro-Snax"
Elden Rodent,Rumble,"Fighter, Mage",15,20,23,,200,True,14459,60483,38,0,"Liandry's Torment, Malignance, Sorcerer's Shoes, Rylai's Crystal Scepter, Shadowflame, Blighting Jewel, Poro-Snax"
HeheZeriGoesBzzz,Gangplank,Fighter,26,8,15,,100,True,18627,49518,69,0,"Trinity Force, Ionian Boots of Lucidity, Infinity Edge, The Collector, Lord Dominik's Regards, Noonquiver, Poro-Snax"
Booba Enjoyer,Senna,"Support, Marksman",11,9,35,,100,True,17845,53070,74,0,"Refillable Potion, The Collector, Infinity Edge, Bloodthirster, Lord Dominik's Regards, Long Sword, Poro-Snax"
CzorSon,Volibear,"Fighter, Tank",6,13,23,,100,True,13771,21854,17,0,"Rod of Ages, Ionian Boots of Lucidity, Unending Despair, Jak'Sho, The Protean, Kaenic Rookern, Ruby Crystal, Poro-Snax"
ligungnanfeng,Corki,"Marksman, Mage",8,14,28,,100,True,15913,36485,74,0,"The Collector, Infinity Edge, Mercury's Treads, Muramana, Statikk Shiv, Last Whisper, Unknown Item"
kukly,Teemo,"Marksman, Mage",9,7,25,,100,True,15478,33298,61,0,"Liandry's Torment, Shadowflame, Sorcerer's Shoes, Rabadon's Deathcap, Void Staff, Needlessly Large Rod, Poro-Snax"
shiny empoleon,Zoe,Mage,21,10,15,,200,False,17290,56128,64,0,"Luden's Companion, Shadowflame, Sorcerer's Shoes, Stormsurge, Rabadon's Deathcap, Void Staff, Unknown Item"
TanChi,Naafiri,"Assassin, Fighter",5,16,10,,200,False,13415,23473,53,0,"Hubris<br>, Profane Hydra, Eclipse, Boots of Swiftness, Serylda's Grudge, Unknown Item, Poro-Snax"
Shiny Pikachu,Udyr,"Fighter, Tank",8,13,24,,200,False,14395,30225,27,0,"Heartsteel, Fimbulwinter, Unending Despair, Mercury's Treads, Spirit Visage, Giant's Belt, Poro-Snax"
White Bunny,Lillia,"Fighter, Mage",6,10,17,,200,False,14392,24010,38,0,"Sorcerer's Shoes, Blackfire Torch, Liandry's Torment, Cosmic Drive, Morellonomicon, Amplifying Tome, Unknown Item"
Lubomír,Anivia,Mage,11,11,18,,200,False,16034,24542,114,0,"Seraph's Embrace, Malignance, Shadowflame, Rabadon's Deathcap, Blighting Jewel, Sorcerer's Shoes, Unknown Item"
Smok1ngAce,Ahri,"Mage, Assassin",9,4,36,,100,True,11577,31880,48,0,"Luden's Companion, Refillable Potion, Stormsurge, Sorcerer's Shoes, Needlessly Large Rod, Needlessly Large Rod, Poro-Snax"
Grubyjaro,Darius,"Fighter, Tank",13,8,27,,100,True,12046,43770,37,0,"Trinity Force, Mercury's Treads, Sundered Sky, Spectre's Cowl, Kindlegem, Unknown Item, Unknown Item"
Harry Brokking,Neeko,"Mage, Support",5,7,36,,100,True,10087,31586,15,0,"Luden's Companion, Sorcerer's Shoes, Oblivion Orb, Stormsurge, Needlessly Large Rod, Amplifying Tome, Poro-Snax"
Raadzioo,Jayce,"Marksman, Fighter",21,7,24,,100,True,13004,37186,13,0,"The Collector, Muramana, Eclipse, Serylda's Grudge, Boots, Null-Magic Mantle, Poro-Snax"
SportowaWwa,Nasus,"Fighter, Tank",8,7,33,,100,True,11754,29269,62,0,"Unknown Item, Unknown Item, Mercury's Treads, Spirit Visage, Frozen Heart, Trinity Force, Poro-Snax"
ligungnanfeng,Briar,"Fighter, Assassin",3,17,16,,200,False,8640,14948,18,0,"Blade of The Ruined King, Titanic Hydra, Mercury's Treads, Cloth Armor, Cloth Armor, Unknown Item, Unknown Item"
shiny empoleon,Taric,"Support, Tank",4,11,19,,200,False,9117,10605,20,0,"Heartsteel, Tear of the Goddess, Plated Steelcaps, Frozen Heart, Giant's Belt, Kindlegem, Poro-Snax"
TanChi,DrMundo,"Tank, Fighter",4,10,12,,200,False,9171,24465,23,0,"Heartsteel, Warmog's Armor, Spirit Visage, Slightly Magical Footwear, Unknown Item, Unknown Item, Poro-Snax"
Shiny Pikachu,Akali,Assassin,10,10,13,,200,False,10437,29419,19,0,"Heartsteel, Riftmaker, Abyssal Mask, Boots, Kindlegem, Cloth Armor, Poro-Snax"
White Bunny,Kayle,"Mage, Marksman",11,8,10,,200,False,11882,16355,52,0,"Nashor's Tooth, Refillable Potion, Sorcerer's Shoes, Guinsoo's Rageblade, Riftmaker, Unknown Item, Unknown Item"
Fany,Trundle,"Fighter, Tank",9,10,26,,100,False,15024,20863,43,0,"Sundered Sky, Mercury's Treads, Blade of The Ruined King, Iceborn Gauntlet, Thornmail, Kindlegem, Poro-Snax"
Mrs Krabappel,Kaisa,"Marksman, Mage",14,13,18,,100,False,16779,33895,126,0,"Guinsoo's Rageblade, Terminus, Statikk Shiv, Nashor's Tooth, Berserker's Greaves, Blade of The Ruined King, Poro-Snax"
FatFacedFury,Corki,"Marksman, Mage",17,10,14,,100,False,16229,41367,53,0,"Trinity Force, Infinity Edge, Mercury's Treads, The Collector, Rapid Firecannon, Noonquiver, Poro-Snax"
Akritas,Yone,"Fighter, Assassin",10,18,22,,100,False,15239,35215,54,0,"Stridebreaker, Blade of The Ruined King, Immortal Shieldbow, Berserker's Greaves, Executioner's Calling, Infinity Edge, Poro-Snax"
Blitzzyv2,Maokai,"Tank, Support",2,14,30,,100,False,13271,24468,34,0,"Fimbulwinter, Plated Steelcaps, Thornmail, Heartsteel, Sunfire Aegis, Warden's Mail, Poro-Snax"
shiny empoleon,Yasuo,"Fighter, Assassin",7,15,38,,200,True,14756,36000,76,0,"Stridebreaker, Blade of The Ruined King, Infinity Edge, Immortal Shieldbow, Berserker's Greaves, Unknown Item, Poro-Snax"
TanChi,Milio,"Support, Mage",3,8,54,,200,True,14223,30958,40,0,"Ardent Censer, Luden's Companion, Sorcerer's Shoes, Stormsurge, Rabadon's Deathcap, Unknown Item, Poro-Snax"
White Bunny,Akali,Assassin,11,13,29,,200,True,14394,32909,18,0,"Crystalline Bracer, Zhonya's Hourglass, Shadowflame, Sorcerer's Shoes, Stormsurge, Ruby Crystal, Unknown Item"
Murgica,Jinx,Marksman,41,10,18,,200,True,22416,71683,131,0,"The Collector, Boots of Swiftness, Bloodthirster, Infinity Edge, Lord Dominik's Regards, Runaan's Hurricane, Poro-Snax"
Singularity Man,Orianna,"Mage, Support",3,6,60,,200,True,14431,50993,44,0,"Sorcerer's Shoes, Zhonya's Hourglass, Void Staff, Luden's Companion, Malignance, Unknown Item, Poro-Snax"
ƒiƒi,Yuumi,"Support, Mage",3,3,36,,100,False,9923,19817,7,0,"Luden's Companion, Rabadon's Deathcap, Shadowflame, Unknown Item, Unknown Item, Unknown Item, Poro-Snax"
Snale,Katarina,"Assassin, Mage",7,10,23,,100,False,11484,29995,61,0,"Titanic Hydra, Heartsteel, Mercury's Treads, Blade of The Ruined King, Dagger, Unknown Item, Poro-Snax"
Lepotica,Braum,"Tank, Support",3,13,32,,100,False,9422,17402,7,0,"Heartsteel, Warmog's Armor, Boots, Negatron Cloak, Chain Vest, Ruby Crystal, Poro-Snax"
Lee Ju,Kalista,Marksman,8,12,21,,100,False,11324,31391,65,0,"Berserker's Greaves, Opportunity, The Collector, Blade of The Ruined King, Executioner's Calling, Long Sword, Poro-Snax"
BG MFZ Dim4ou BG,MasterYi,"Assassin, Fighter",23,6,10,,100,False,13699,29302,38,0,"Blade of The Ruined King, Berserker's Greaves, The Collector, Death's Dance, Wit's End, Unknown Item, Poro-Snax"
Elite Agent 007,Syndra,Mage,8,10,21,,200,True,11090,19613,47,0,"Refillable Potion, Hextech Alternator, Needlessly Large Rod, Sorcerer's Shoes, Stormsurge, Luden's Companion, Poro-Snax"
shiny empoleon,Sett,"Fighter, Tank",10,8,27,,200,True,12392,31155,60,0,"Stridebreaker, Plated Steelcaps, Overlord's Bloodmail, Warmog's Armor, Unknown Item, Unknown Item, Poro-Snax"
TanChi,Aatrox,Fighter,13,10,21,,200,True,12271,28761,25,0,"Eclipse, Plated Steelcaps, Sundered Sky, Sterak's Gage, Long Sword, Ruby Crystal, Poro-Snax"
White Bunny,Thresh,"Support, Tank",4,8,30,,200,True,10239,12767,9,0,"Heartsteel, Plated Steelcaps, Fimbulwinter, Crystalline Bracer, Winged Moonplate, Ruby Crystal, Unknown Item"
Boyann,Brand,"Mage, Support",9,8,27,,200,True,11543,29574,35,0,"Liandry's Torment, Sorcerer's Shoes, Zhonya's Hourglass, Amplifying Tome, Luden's Companion, Unknown Item, Poro-Snax"
UltraNite,Nautilus,"Tank, Support",1,7,32,,100,True,8666,16206,12,0,"Heartsteel, Fimbulwinter, Plated Steelcaps, Bramble Vest, Cloth Armor, Unknown Item, Poro-Snax"
DariusFWT,Jinx,Marksman,10,9,24,,100,True,11221,31854,56,0,"The Collector, Infinity Edge, Vampiric Scepter, B. F. Sword, Unknown Item, Berserker's Greaves, Unknown Item"
shiny empoleon,Poppy,"Tank, Fighter",19,7,18,,100,True,11720,37074,11,0,"Guardian's Horn, Fimbulwinter, Heartsteel, Plated Steelcaps, Unending Despair, Bami's Cinder, Poro-Snax"
TanChi,Diana,"Fighter, Assassin",10,7,19,,100,True,10639,22691,41,0,"Lich Bane, Nashor's Tooth, Sorcerer's Shoes, Needlessly Large Rod, Amplifying Tome, Amplifying Tome, Poro-Snax"
White Bunny,Lulu,"Support, Mage",3,6,39,,100,True,9300,10434,13,0,"Moonstone Renewer, Ionian Boots of Lucidity, Seraph's Embrace, Ardent Censer, Amplifying Tome, Unknown Item, Poro-Snax"
drop me ak,Pyke,"Support, Assassin",14,7,5,,200,False,10150,17320,16,0,"The Collector, Ionian Boots of Lucidity, Edge of Night, Youmuu's Ghostblade, Unknown Item, Unknown Item, Poro-Snax"
f00tjOb,Ornn,Tank,3,12,19,,200,False,8761,13276,16,0,"Heartsteel, Tear of the Goddess, Boots, Warmog's Armor, Unknown Item, Guardian's Horn, Poro-Snax"
EDat3rsHunt3r,Smolder,"Marksman, Mage",5,8,11,,200,False,8754,18186,42,0,"Trinity Force, Ionian Boots of Lucidity, Muramana, Tunneler, Unknown Item, Unknown Item, Poro-Snax"
Řadící páka,Trundle,"Fighter, Tank",5,9,17,,200,False,9542,18726,22,0,"Sundered Sky, Mercury's Treads, Trinity Force, Recurve Bow, Vampiric Scepter, Unknown Item, Poro-Snax"
Patar6 ,Zed,Assassin,8,7,11,,200,False,9455,18247,40,0,"Caulfield's Warhammer, Eclipse, Ionian Boots of Lucidity, Voltaic Cyclosword, Long Sword, Long Sword, Unknown Item"
Killua x Killua,Mordekaiser,"Fighter, Mage",17,11,23,,100,True,15023,38606,38,0,"Liandry's Torment, Mercury's Treads, Rylai's Crystal Scepter, Spirit Visage, Riftmaker, Negatron Cloak, Poro-Snax"
TanChi,Nasus,"Fighter, Tank",13,8,22,,100,True,14240,33726,90,0,"Trinity Force, Spirit Visage, Force of Nature, Mercury's Treads, Maw of Malmortius, Unknown Item, Poro-Snax"
VampFunnyGuy,Vex,Mage,14,11,26,,100,True,13771,46014,45,0,"Luden's Companion, Sorcerer's Shoes, Shadowflame, Void Staff, Liandry's Torment, Unknown Item, Poro-Snax"
TDR Vamp,Teemo,"Marksman, Mage",5,8,19,,100,True,11766,16420,40,0,"Malignance, Sorcerer's Shoes, Liandry's Torment, Shadowflame, Amplifying Tome, Unknown Item, Poro-Snax"
